,Country,Age,Income,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,None,Other (please specify)
5764,Other Asia,25-29,"$80,000 - $100,000",False,True,True,False,False,False,True,True,False,False,False,False,True,False,
5765,United States of America,20-24,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
5766,United States of America,25-29,"$60,000 - $80,000",True,True,True,False,True,False,True,False,False,False,False,False,True,False,
5767,Other Europe,30-34,"$40,000 - $60,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5768,Australasia,35-39,"$60,000 - $80,000",False,False,True,False,False,False,False,False,True,False,False,False,True,False,
5769,United Kingdom,>60,"$100,000 - $120,000",False,False,False,True,True,False,False,True,False,False,True,True,False,False,IBM z/Assembler
5770,Germany,30-34,Rather not say,True,False,False,True,False,False,False,False,False,False,False,False,False,False,LaTeX
5771,United States of America,25-29,Rather not say,False,True,True,False,True,False,False,True,True,False,False,False,True,False,
5772,United States of America,30-34,">$140,000",True,False,False,False,True,False,False,False,False,False,False,False,False,False,
5773,United States of America,30-34,"$80,000 - $100,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
5774,France,51-60,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,Delphi
5775,United States of America,25-29,Rather not say,False,True,True,False,False,False,False,True,True,False,True,False,True,False,
5776,South America,25-29,"<$20,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5777,United States of America,30-34,"$60,000 - $80,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
5778,Australia,35-39,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,True,True,False,True,False,
5779,United States of America,30-34,"$80,000 - $100,000",False,True,True,False,True,False,False,True,True,False,True,False,True,False,
5780,United States of America,30-34,Rather not say,False,True,False,True,True,False,False,True,False,False,True,False,False,False,
5781,United States of America,25-29,"$100,000 - $120,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,VB.NET
5782,Mexico,30-34,Rather not say,False,False,False,False,False,False,False,False,True,False,False,False,False,False,viva los monos
5783,Canada,20-24,Student / Unemployed,False,False,True,True,True,False,False,False,False,True,True,False,False,False,
5784,Australasia,30-34,"$40,000 - $60,000",False,True,True,True,False,True,False,True,True,False,False,False,True,False,
5785,Germany,35-39,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5786,United States of America,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5787,Australasia,25-29,Student / Unemployed,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
5788,India,30-34,Rather not say,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
5789,United States of America,35-39,"$120,000 - $140,000",True,True,True,False,True,False,False,True,True,True,True,False,False,False,
5790,United States of America,40-50,"$60,000 - $80,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,
5791,India,>60,">$140,000",False,False,True,True,True,True,True,True,True,True,True,True,True,False,
5792,Other Europe,25-29,Rather not say,True,False,False,False,False,False,False,False,True,True,False,False,False,False,
5793,United States of America,< 20,Student / Unemployed,True,True,False,False,True,False,False,False,True,True,False,False,False,False,"VB.Net, Scheme/Racket, Prolog"
5794,United States of America,20-24,"$80,000 - $100,000",True,False,False,False,True,False,True,True,False,True,True,False,False,False,Haskell
5795,United States of America,35-39,"$120,000 - $140,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,
5796,United States of America,20-24,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
5797,United States of America,25-29,Rather not say,True,False,False,False,False,False,False,True,True,True,True,False,False,False,
5798,United States of America,25-29,Student / Unemployed,True,False,False,False,True,False,False,False,True,False,True,False,False,False,
5799,United States of America,35-39,">$140,000",False,True,False,False,False,False,False,False,True,False,False,False,True,False,
5800,Other Europe,40-50,Rather not say,False,False,False,False,False,False,True,True,False,False,True,False,False,False,"Delphi, Prolog"
5801,France,40-50,"$60,000 - $80,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
5802,United States of America,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,True,False,False,False,False,False,
5803,Middle East,20-24,"<$20,000",False,True,False,False,False,False,False,False,True,False,False,False,False,False,
5804,United States of America,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mathematica
5805,Russia,25-29,Rather not say,False,False,True,True,False,False,False,False,False,True,False,False,False,False,
5806,United Kingdom,30-34,"$20,000 - $40,000",True,True,True,True,False,False,False,True,False,False,False,False,False,False,Delphi
5807,United States of America,30-34,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5808,United States of America,25-29,"$40,000 - $60,000",False,False,True,False,False,False,False,False,True,False,False,False,True,False,
5809,United States of America,20-24,,False,True,True,False,False,False,False,True,True,False,False,False,False,False,"VB, FileMaker"
5810,Other Europe,30-34,"$40,000 - $60,000",True,True,False,False,True,False,False,False,False,True,True,False,False,False,
5811,Other Europe,30-34,"$60,000 - $80,000",True,False,False,False,False,True,False,True,False,True,False,False,False,False,
5812,United States of America,35-39,"$100,000 - $120,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,"VB, smalltalk"
5813,Other Europe,25-29,"$20,000 - $40,000",True,False,False,False,True,False,False,False,True,False,True,False,False,False,XML
5814,Other Europe,51-60,,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Cobol
5815,United Kingdom,30-34,"$60,000 - $80,000",False,True,False,False,False,False,False,True,True,False,False,False,True,False,
5816,United States of America,25-29,"$120,000 - $140,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5817,United States of America,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5818,United States of America,25-29,"$60,000 - $80,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,ActionScript
5819,Other Europe,25-29,"<$20,000",True,False,False,False,False,False,False,False,False,False,True,False,False,False,as3
5820,United States of America,35-39,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,False,True,True,False,False,
5821,Middle East,25-29,Rather not say,False,True,True,False,False,False,False,False,True,False,False,False,False,False,
5822,United States of America,25-29,"$100,000 - $120,000",True,False,False,False,True,False,False,True,False,False,False,False,False,False,
5823,United States of America,20-24,"$40,000 - $60,000",True,True,True,True,False,False,False,True,False,False,False,True,True,False,
5824,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5825,United States of America,40-50,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
5826,Other Europe,20-24,"<$20,000",False,True,False,False,False,False,True,False,False,False,False,False,False,False,
5827,Other Europe,30-34,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5828,United States of America,35-39,"$80,000 - $100,000",False,False,False,False,False,False,False,True,False,False,False,True,False,False,puppet
5829,Netherlands,40-50,">$140,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
5830,South America,35-39,Rather not say,False,True,False,True,False,False,False,False,False,False,True,False,False,False,
5831,Other Europe,30-34,"$40,000 - $60,000",True,False,False,False,True,True,False,False,False,True,True,False,False,False,
5832,United States of America,30-34,"$80,000 - $100,000",True,False,True,False,False,False,False,True,True,False,False,False,False,False,
5833,South America,25-29,,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
5834,United States of America,< 20,,True,True,True,False,False,False,False,True,False,False,False,True,True,False,Node.JS
5835,Netherlands,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5836,Other Europe,35-39,"$60,000 - $80,000",True,False,False,False,False,False,False,True,False,True,True,False,False,False,
5837,Canada,40-50,"$80,000 - $100,000",True,True,False,False,False,False,False,False,False,False,False,False,False,False,
5838,Other Europe,25-29,Student / Unemployed,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Haskell
5839,United States of America,30-34,">$140,000",False,False,False,False,True,False,False,False,False,True,True,False,False,False,
5840,United States of America,20-24,Rather not say,True,False,True,True,False,False,False,False,True,True,True,False,False,False,
5841,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5842,United States of America,40-50,"<$20,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,"R, Fortran"
5843,Mexico,25-29,"$20,000 - $40,000",False,True,True,True,False,False,False,False,False,False,False,False,False,False,
5844,United States of America,20-24,"$80,000 - $100,000",False,True,True,True,False,False,False,True,True,True,False,False,False,False,vb
