,Country,Age,Income,C,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
6846,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,"Perl, Haskell"
6847,Israel,Israel,,False,False,False,False,False,False,False,False,False,False,False,
6848,Algeria,Algeria,,False,False,False,False,False,False,False,False,False,False,False,
6849,Philippines,Philippines,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,True,
6850,Canada,Canada,,False,False,False,False,False,False,False,False,False,False,False,
6851,Australia,Australia,,False,False,True,False,True,False,False,False,False,False,False,
6852,United States,United States,Rather not say,False,False,False,False,False,False,True,False,False,False,True,Visual Basic
6853,United States,United States,"$100,000 - $120,000",True,False,False,False,True,False,False,False,False,True,False,
6854,Canada,Canada,"$20,000 - $40,000",True,True,False,False,False,False,False,False,True,False,False,
6855,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
6856,United States,United States,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,
6857,Singapore,Singapore,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,
6858,Cyprus,Cyprus,Student / Unemployed,False,False,False,True,True,True,False,True,False,True,False,
6859,United States,United States,"$60,000 - $80,000",False,False,False,True,True,True,False,False,True,False,True,
6860,Bosnia and Herzegovina,Bosnia and Herzegovina,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,False,PASCAL = DELPHI
6861,United States,United States,"$120,000 - $140,000",False,False,False,False,True,False,False,True,False,True,True,
6862,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,True,True,"TCL, Go"
6863,United States,United States,"$100,000 - $120,000",True,False,False,True,True,False,True,False,False,False,False,
6864,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,R
6865,India,India,"<$20,000",False,False,True,True,True,False,False,False,False,False,False,
6866,Venezuela,Venezuela,"<$20,000",False,False,True,False,True,False,False,False,False,False,True,
6867,Germany,Germany,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,
6868,New Zealand,New Zealand,"$80,000 - $100,000",False,False,True,False,True,False,False,False,True,True,True,
6869,United Kingdom,United Kingdom,"$80,000 - $100,000",True,False,False,False,False,False,False,False,True,False,True,assembly
6870,United Kingdom,United Kingdom,"$20,000 - $40,000",False,True,True,True,False,False,False,False,False,False,True,
6871,Turkey,Turkey,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6872,United States,United States,"$60,000 - $80,000",False,False,False,False,True,False,False,True,False,False,False,
6873,Germany,Germany,"$60,000 - $80,000",False,False,False,False,False,False,True,False,False,False,False,
6874,France,France,"$80,000 - $100,000",True,False,False,True,False,False,True,False,False,True,False,
6875,Canada,Canada,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,True,True,
6876,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
6877,Canada,Canada,Student / Unemployed,False,True,False,True,False,False,False,False,False,False,False,
6878,United Kingdom,United Kingdom,">$140,000",False,False,True,False,True,False,False,False,False,False,True,
6879,United States,United States,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
6880,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
6881,United States,United States,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,True,False,Scala
6882,Czech Republic,Czech Republic,,False,False,False,False,False,False,False,True,True,False,False,
6883,United States,United States,"$40,000 - $60,000",False,False,True,False,True,True,False,False,True,False,True,
6884,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,True,False,False,True,
6885,United States,United States,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,False,
6886,Australia,Australia,Rather not say,True,False,False,False,False,False,True,True,False,True,False,
6887,Singapore,Singapore,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,False,False,
6888,Australia,Australia,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
6889,Mexico,Mexico,"<$20,000",False,False,False,True,True,False,True,False,False,False,False,
6890,Germany,Germany,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,False,Perl
6891,Lithuania,Lithuania,"$20,000 - $40,000",True,True,False,False,True,False,False,True,False,False,True,
6892,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,False,
6893,United Kingdom,United Kingdom,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,True,
6894,Spain,Spain,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,
6895,United States,United States,"<$20,000",False,False,False,False,False,False,True,True,False,False,True,
6896,United States,United States,"$100,000 - $120,000",True,True,True,False,False,False,False,False,False,False,False,
6897,United States,United States,Rather not say,False,False,False,True,True,False,False,False,True,False,True,
6898,United States,United States,"$80,000 - $100,000",False,False,False,False,True,False,False,False,False,False,False,
6899,Australia,Australia,Rather not say,False,False,False,True,True,False,False,True,False,False,False,
6900,Mexico,Mexico,Rather not say,True,True,True,False,False,False,False,False,False,False,True,
6901,Australia,Australia,Rather not say,False,False,False,True,True,False,True,True,False,True,True,
6902,United States,United States,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,False,True,
6903,Switzerland,Switzerland,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
6904,Costa Rica,Costa Rica,Rather not say,False,False,False,False,True,False,False,True,False,False,True,
6905,United States,United States,Rather not say,False,False,False,False,False,False,False,False,True,False,True,
6906,Germany,Germany,Student / Unemployed,False,False,False,True,False,False,False,False,True,False,False,Perl
6907,Algeria,Algeria,,False,False,False,False,False,False,False,False,False,False,False,
6908,United States,United States,">$140,000",False,True,False,False,False,False,False,False,False,False,False,
6909,United Kingdom,United Kingdom,Rather not say,False,False,True,False,True,False,False,True,False,False,True,AIR
6910,United Kingdom,United Kingdom,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,True,VBA
6911,Mexico,Mexico,"$40,000 - $60,000",False,False,True,True,False,False,True,False,False,False,True,
6912,Spain,Spain,"$20,000 - $40,000",True,False,False,False,False,False,False,False,False,False,False,"Verilog, assembler"
6913,Belgium,Belgium,"$40,000 - $60,000",False,False,False,False,True,False,False,False,True,False,True,
6914,Germany,Germany,Rather not say,False,False,False,True,True,False,False,True,True,False,True,"eclipse,gwt, maven, hudson, xwiki, Typo3, Alfresco, Apache"
6915,Germany,Germany,Student / Unemployed,False,False,False,False,False,False,False,True,False,False,False,
6916,France,France,"$40,000 - $60,000",False,False,False,False,True,True,False,True,False,False,True,
6917,Japan,Japan,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,Go
6918,Germany,Germany,Student / Unemployed,True,True,False,False,False,False,False,False,True,False,False,
6919,United States,United States,"$80,000 - $100,000",True,False,False,False,False,False,False,False,False,False,False,
6920,United States,United States,">$140,000",False,False,True,False,False,False,False,False,False,False,True,
6921,United States,United States,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,False,True,
6922,Denmark,Denmark,"$60,000 - $80,000",False,False,False,False,True,True,False,True,True,False,False,Go
6923,Argentina,Argentina,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,NoSql
6924,United States,United States,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,True,
6925,United Kingdom,United Kingdom,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,True,
6926,Germany,Germany,"$80,000 - $100,000",False,True,True,False,False,False,False,False,False,False,False,
6927,Poland,Poland,"$20,000 - $40,000",False,False,False,False,True,False,True,True,False,False,True,
6928,Canada,Canada,"$40,000 - $60,000",False,False,False,False,True,False,False,False,True,False,False,
6929,Australia,Australia,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,False,False,
6930,United States,United States,"$60,000 - $80,000",False,False,True,True,False,False,True,False,False,False,False,
6931,United States,United States,"$20,000 - $40,000",True,False,False,False,False,False,False,False,True,False,False,
6932,United States,United States,"$100,000 - $120,000",False,True,True,False,False,False,False,False,False,False,False,
6933,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,True,
6934,Taiwan,Taiwan,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,
6935,United States,United States,Student / Unemployed,False,True,False,False,False,False,False,False,False,False,False,Python
