,Country,Age,Income,C,C++,C#,Java,JavaScript,jQuery,JQuery,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
7658,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7659,Other Europe,40-50,">$140,000",False,False,False,False,True,True,False,False,False,False,False,True,True,
7660,India,25-29,Rather not say,False,False,False,False,False,False,False,False,True,False,False,False,False,
7661,Other Europe,40-50,Rather not say,True,True,False,True,True,True,False,False,False,False,True,False,True,
7662,France,30-34,"$60,000 - $80,000",False,True,True,True,True,False,False,False,False,True,False,False,False,
7663,India,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7664,United Kingdom,35-39,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,True,False,False,
7665,United Kingdom,30-34,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7666,India,30-34,"$20,000 - $40,000",False,False,True,False,False,False,False,False,False,False,False,False,False,WPF
7667,United Kingdom,25-29,"$80,000 - $100,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
7668,Germany,25-29,"$60,000 - $80,000",False,False,True,False,True,True,False,False,True,True,False,False,True,
7669,Germany,40-50,"$20,000 - $40,000",False,False,False,False,True,False,False,False,True,True,False,False,True,
7670,United States of America,51-60,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,False,True,"PL/SQL, Delphi"
7671,United Kingdom,40-50,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
7672,Germany,35-39,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,False,True,
7673,United Kingdom,25-29,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,True,False,True,
7674,Other Europe,40-50,,False,False,True,False,True,True,False,False,False,False,False,False,False,
7675,United Kingdom,30-34,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,True,False,False,True,
7676,Russia,25-29,,False,False,False,False,True,True,False,False,False,False,True,False,True,
7677,United Kingdom,25-29,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,False,False,False,False,
7678,India,25-29,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7679,Russia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7680,India,25-29,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,True,False,False,False,
7681,Other Europe,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,False,False,False,
7682,India,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,False,MySql
7683,Middle East,20-24,"$80,000 - $100,000",False,False,True,True,True,True,False,False,False,True,False,False,True,
7684,Other Europe,35-39,,False,True,True,True,True,True,False,False,False,False,True,False,True,
7685,India,25-29,"<$20,000",True,False,False,True,True,False,False,False,False,False,False,False,False,
7686,United Kingdom,20-24,"$40,000 - $60,000",False,False,False,False,True,False,False,False,True,True,False,False,False,
7687,Russia,25-29,"<$20,000",False,True,False,True,False,False,False,False,False,False,True,False,False,
7688,India,20-24,Student / Unemployed,False,True,False,False,False,False,False,False,False,False,True,False,False,vhdl
7689,Australia,20-24,,False,True,False,False,False,False,False,False,False,False,False,False,False,
7690,India,30-34,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,True,False,True,
7691,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7692,Netherlands,35-39,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7693,Other Asia,25-29,,False,False,True,False,True,True,False,False,False,False,False,False,True,
7694,United Kingdom,25-29,Rather not say,False,True,True,True,True,True,False,False,False,False,True,False,True,
7695,United Kingdom,35-39,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7696,Other Asia,20-24,"<$20,000",True,True,True,False,True,True,False,False,False,False,False,False,False,
7697,Netherlands,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7698,Africa,20-24,"<$20,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
7699,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7700,Other Europe,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,False,knockout
7701,India,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,True,True,True,False,True,
7702,United Kingdom,30-34,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,False,
7703,Netherlands,< 20,,False,False,True,False,True,False,False,False,False,True,False,False,True,
7704,Germany,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,False,True,R
7705,India,20-24,Rather not say,False,False,False,True,False,False,False,False,False,False,False,False,False,ExtJS
7706,United Kingdom,51-60,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,True,
7707,Other Europe,20-24,"$20,000 - $40,000",False,False,True,True,True,True,False,False,False,False,False,False,False,
7708,Other Europe,40-50,"$120,000 - $140,000",True,True,False,False,False,False,False,False,False,False,True,False,False,
7709,Other Asia,40-50,Rather not say,False,False,True,True,True,True,False,True,True,True,False,False,True,
7710,India,30-34,"$60,000 - $80,000",False,False,False,True,True,True,False,False,True,True,False,False,True,
7711,United Kingdom,25-29,"$20,000 - $40,000",False,False,False,True,True,True,False,False,True,True,True,False,True,
7712,India,20-24,"$80,000 - $100,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7713,India,25-29,Rather not say,False,False,False,False,False,False,False,False,True,False,False,False,False,
7714,Other Europe,20-24,,False,False,False,True,True,True,False,False,False,False,True,False,False,
7715,Germany,25-29,,False,False,True,False,False,False,False,False,False,False,False,False,False,
7716,Other Europe,30-34,"<$20,000",False,False,False,False,False,False,False,False,False,False,True,False,False,
7717,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7718,Other Europe,25-29,"<$20,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
7719,Australia,20-24,"$60,000 - $80,000",False,True,True,False,False,False,False,False,False,False,False,False,True,
7720,Other Europe,30-34,"<$20,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
7721,Other Asia,35-39,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,False,True,
7722,Other Europe,30-34,"$40,000 - $60,000",True,False,False,True,False,False,False,False,False,False,False,False,False,
7723,India,30-34,Rather not say,True,False,True,True,True,False,False,False,False,False,False,False,True,
7724,Other Europe,30-34,Rather not say,True,False,False,False,True,False,False,False,False,True,False,False,False,
7725,Italy,20-24,"<$20,000",False,False,False,False,True,True,False,True,False,True,True,False,True,
7726,Other Europe,20-24,"$80,000 - $100,000",True,False,False,False,False,False,False,False,True,False,False,True,True,
7727,United Kingdom,20-24,"$40,000 - $60,000",False,False,True,True,False,False,False,False,True,False,False,False,False,
7728,Other Europe,20-24,"<$20,000",False,True,False,True,True,False,False,False,False,False,False,True,True,
7729,Germany,25-29,"$20,000 - $40,000",False,False,True,False,False,True,False,False,False,False,True,False,True,
7730,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7731,Russia,25-29,,True,True,False,False,False,False,False,False,False,False,True,False,False,
7732,Other Europe,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7733,United Kingdom,20-24,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
7734,Other Europe,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,True,True,
7735,United States of America,30-34,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
7736,France,35-39,,False,True,True,False,False,True,False,False,False,False,False,False,True,
7737,Other Europe,35-39,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7738,Other Europe,20-24,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,True,False,False,
7739,Germany,30-34,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
7740,United Kingdom,40-50,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,False,False,True,VB.Net
7741,United Kingdom,20-24,Rather not say,False,False,False,True,False,False,False,False,False,False,False,False,False,
7742,Other Europe,35-39,"$20,000 - $40,000",False,False,False,True,True,True,False,True,False,True,True,False,True,
7743,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7744,Other Asia,35-39,,True,False,False,False,True,True,False,True,False,True,True,False,True,
7745,Germany,20-24,"$60,000 - $80,000",False,False,True,False,False,True,False,False,False,False,False,False,True,ASP.NET MVC
7746,Italy,35-39,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,False,False,False,False,
7747,India,25-29,,False,False,False,True,True,True,False,False,False,False,False,False,True,
7748,Other Europe,< 20,,False,False,True,True,False,False,False,False,False,False,False,False,False,
7749,Netherlands,40-50,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7750,India,40-50,,False,True,False,False,False,False,False,False,False,False,False,False,False,asp
7751,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7752,United States of America,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7753,France,30-34,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
7754,United States of America,20-24,Rather not say,False,False,True,True,False,False,False,False,False,False,True,False,False,NoSQL
